"","date","home","away","scorehome","scoreaway","gcode","nrow.outdata."
"1100","March,17,2018","CBJ","OTT",2,1,21104,59
"1101","March,17,2018","STL","NYR",4,3,21105,53
"1102","March,17,2018","ARI","MIN",1,3,21106,64
"1103","March,17,2018","VAN","S.J",3,5,21107,61
"1104","March,18,2018","COL","DET",5,1,21108,69
"1105","March,18,2018","VGK","CGY",4,0,21109,73
"1106","March,18,2018","T.B","EDM",3,1,21110,70
"1107","March,18,2018","NYI","CAR",3,4,21111,68
"1108","March,18,2018","PHI","WSH",6,3,21112,63
"1109","March,18,2018","CHI","STL",4,5,21113,71
"1110","March,18,2018","WPG","DAL",4,2,21114,54
"1111","March,18,2018","ANA","N.J",4,2,21115,53
"1112","March,19,2018","BOS","CBJ",4,5,21116,63
"1113","March,19,2018","BUF","NSH",0,4,21117,67
"1114","March,19,2018","MTL","FLA",0,2,21118,68
"1115","March,19,2018","MIN","L.A",3,4,21119,57
"1116","March,19,2018","ARI","CGY",5,2,21120,74
"1117","March,20,2018","NYI","PIT",4,1,21121,77
"1118","March,20,2018","NYR","CBJ",3,5,21122,63
"1119","March,20,2018","WSH","DAL",4,3,21123,59
"1120","March,20,2018","CAR","EDM",3,7,21124,64
"1121","March,20,2018","OTT","FLA",2,7,21125,74
"1122","March,20,2018","DET","PHI",5,4,21126,66
"1123","March,20,2018","T.B","TOR",4,3,21127,55
"1124","March,20,2018","WPG","L.A",2,1,21128,55
"1125","March,20,2018","CHI","COL",1,5,21129,85
"1126","March,20,2018","VGK","VAN",4,1,21130,58
"1127","March,20,2018","S.J","N.J",6,2,21131,53
"1128","March,21,2018","BUF","ARI",1,4,21132,59
"1129","March,21,2018","PIT","MTL",5,3,21133,69
"1130","March,21,2018","STL","BOS",2,1,21134,42
"1131","March,21,2018","CGY","ANA",0,4,21135,45
"1132","March,22,2018","NYI","T.B",6,7,21136,77
"1133","March,22,2018","PHI","NYR",4,3,21137,72
"1134","March,22,2018","CAR","ARI",6,5,21138,63
"1135","March,22,2018","CBJ","FLA",4,0,21139,66
"1136","March,22,2018","OTT","EDM",2,6,21140,73
"1137","March,22,2018","DET","WSH",0,1,21141,65
"1138","March,22,2018","NSH","TOR",2,5,21142,53
"1139","March,22,2018","CHI","VAN",2,5,21143,68
"1140","March,22,2018","COL","L.A",1,7,21144,65
"1141","March,22,2018","S.J","VGK",2,1,21145,69
"1142","March,23,2018","BUF","MTL",0,3,21146,59
"1143","March,23,2018","PIT","N.J",3,4,21147,77
"1144","March,23,2018","STL","VAN",4,1,21148,45
"1145","March,23,2018","WPG","ANA",3,2,21149,60
"1146","March,23,2018","DAL","BOS",2,3,21150,78
"1147","March,24,2018","COL","VGK",2,1,21151,74
"1148","March,24,2018","S.J","CGY",5,1,21152,71
"1149","March,24,2018","TOR","DET",4,3,21153,70
"1150","March,24,2018","MTL","WSH",4,6,21154,51
"1151","March,24,2018","OTT","CAR",2,5,21155,60
"1152","March,24,2018","FLA","ARI",4,2,21156,75
"1153","March,24,2018","N.J","T.B",2,1,21157,67
"1154","March,24,2018","NYI","CHI",1,3,21158,57
"1155","March,24,2018","NYR","BUF",5,1,21159,67
"1156","March,24,2018","CBJ","STL",1,2,21160,62
"1157","March,24,2018","MIN","NSH",4,1,21161,50
"1158","March,24,2018","EDM","L.A",3,2,21162,56
"1159","March,25,2018","PIT","PHI",5,4,21163,77
"1160","March,25,2018","DAL","VAN",1,4,21164,58
"1161","March,25,2018","WPG","NSH",5,4,21165,88
"1162","March,25,2018","MIN","BOS",1,2,21166,53
"1163","March,25,2018","EDM","ANA",4,5,21167,70
"1164","March,26,2018","TOR","BUF",2,3,21168,68
"1165","March,26,2018","NYI","FLA",0,3,21169,73
"1166","March,26,2018","NYR","WSH",2,4,21170,63
"1167","March,26,2018","CAR","OTT",4,1,21171,50
"1168","March,26,2018","MTL","DET",4,2,21172,59
"1169","March,26,2018","T.B","ARI",1,4,21173,55
"1170","March,26,2018","CHI","S.J",3,4,21174,77
"1171","March,26,2018","VGK","COL",4,1,21175,59
"1172","March,26,2018","L.A","CGY",3,0,21176,52
"1173","March,27,2018","N.J","CAR",4,3,21177,79
"1174","March,27,2018","OTT","NYI",3,4,21178,67
"1175","March,27,2018","DET","PIT",5,2,21179,50
"1176","March,27,2018","STL","S.J",3,2,21180,56
"1177","March,27,2018","NSH","MIN",2,1,21181,55
"1178","March,27,2018","WPG","BOS",5,4,21182,70
"1179","March,27,2018","DAL","PHI",3,2,21183,56
"1180","March,27,2018","EDM","CBJ",3,7,21184,52
"1181","March,27,2018","VAN","ANA",4,1,21185,54
"1182","March,28,2018","TOR","FLA",4,3,21186,68
"1183","March,28,2018","WSH","NYR",3,2,21187,70
"1184","March,28,2018","COL","PHI",1,2,21188,61
"1185","March,28,2018","VGK","ARI",2,3,21189,61
"1186","March,29,2018","BOS","T.B",4,2,21190,58
"1187","March,29,2018","BUF","DET",3,6,21191,64
"1188","March,29,2018","N.J","PIT",3,4,21192,66
"1189","March,29,2018","OTT","FLA",3,2,21193,56
"1190","March,29,2018","NSH","S.J",5,3,21194,74
"1191","March,29,2018","MIN","DAL",5,2,21195,53
"1192","March,29,2018","CHI","WPG",6,2,21196,76
"1193","March,29,2018","CGY","CBJ",1,5,21197,66
"1194","March,29,2018","VAN","EDM",2,1,21198,66
"1195","March,29,2018","L.A","ARI",4,2,21199,57
"1196","March,30,2018","NYI","TOR",4,5,21200,65
"1197","March,30,2018","NYR","T.B",3,7,21201,81
"1198","March,30,2018","WSH","CAR",1,4,21202,51
"1199","March,30,2018","COL","CHI",5,0,21203,69
"1200","March,30,2018","ANA","L.A",2,1,21204,62
"1201","March,30,2018","VGK","STL",4,3,21205,50
"1202","March,31,2018","BOS","FLA",5,1,21206,64
"1203","March,31,2018","DET","OTT",2,0,21207,58
"1204","March,31,2018","VAN","CBJ",5,4,21208,59
"1205","March,31,2018","TOR","WPG",1,3,21209,58
"1206","March,31,2018","N.J","NYI",4,3,21210,65
"1207","March,31,2018","PIT","MTL",5,2,21211,59
"1208","March,31,2018","CAR","NYR",1,2,21212,61
"1209","March,31,2018","NSH","BUF",4,7,21213,72
"1210","March,31,2018","DAL","MIN",4,1,21214,70
"1211","March,31,2018","ARI","STL",6,0,21215,67
"1212","March,31,2018","CGY","EDM",3,2,21216,56
"1213","March,31,2018","VGK","S.J",3,2,21217,69
"1214","April,1,2018","PHI","BOS",4,3,21218,63
"1215","April,1,2018","T.B","NSH",1,4,21219,55
"1216","April,1,2018","MTL","N.J",1,2,21220,58
"1217","April,1,2018","PIT","WSH",1,3,21221,71
"1218","April,1,2018","ANA","COL",4,3,21222,74
"1219","April,2,2018","TOR","BUF",5,2,21223,70
"1220","April,2,2018","OTT","WPG",5,6,21224,77
"1221","April,2,2018","FLA","CAR",3,2,21225,64
"1222","April,2,2018","STL","WSH",2,4,21226,70
"1223","April,2,2018","MIN","EDM",3,0,21227,62
"1224","April,2,2018","L.A","COL",3,1,21228,53
"1225","April,3,2018","N.J","NYR",5,2,21229,68
"1226","April,3,2018","NYI","PHI",5,4,21230,68
"1227","April,3,2018","CBJ","DET",5,4,21231,68
"1228","April,3,2018","MTL","WPG",4,5,21232,72
"1229","April,3,2018","T.B","BOS",4,0,21233,69
"1230","April,3,2018","FLA","NSH",2,1,21234,79
"1231","April,3,2018","CGY","ARI",1,4,21235,64
"1232","April,3,2018","VAN","VGK",4,5,21236,70
"1233","April,3,2018","S.J","DAL",2,4,21237,54
"1234","April,4,2018","BUF","OTT",2,4,21238,66
"1235","April,4,2018","STL","CHI",3,4,21239,60
"1236","April,4,2018","ANA","MIN",3,1,21240,57
"1237","April,5,2018","N.J","TOR",2,1,21241,71
"1238","April,5,2018","NYI","NYR",2,1,21242,57
"1239","April,5,2018","PHI","CAR",4,3,21243,56
"1240","April,5,2018","WSH","NSH",3,4,21244,61
"1241","April,5,2018","CBJ","PIT",4,5,21245,73
"1242","April,5,2018","DET","MTL",3,4,21246,54
"1243","April,5,2018","FLA","BOS",3,2,21247,63
"1244","April,5,2018","WPG","CGY",2,1,21248,58
"1245","April,5,2018","EDM","VGK",4,3,21249,66
"1246","April,5,2018","VAN","ARI",4,3,21250,59
"1247","April,5,2018","L.A","MIN",5,4,21251,55
"1248","April,5,2018","S.J","COL",4,2,21252,61
"1249","April,6,2018","PIT","OTT",4,0,21253,58
"1250","April,6,2018","T.B","BUF",7,5,21254,66
"1251","April,6,2018","CHI","STL",1,4,21255,55
"1252","April,6,2018","ANA","DAL",5,3,21256,59
"1253","April,7,2018","PHI","NYR",5,0,21257,57
"1254","April,7,2018","BOS","OTT",5,2,21258,63
"1255","April,7,2018","TOR","MTL",4,2,21259,63
"1256","April,7,2018","DET","NYI",3,4,21260,79
"1257","April,7,2018","FLA","BUF",4,3,21261,68
"1258","April,7,2018","WSH","N.J",5,3,21262,52
"1259","April,7,2018","CAR","T.B",3,2,21263,76
"1260","April,7,2018","WPG","CHI",4,1,21264,70
"1261","April,7,2018","NSH","CBJ",4,2,21265,58
"1262","April,7,2018","COL","STL",5,2,21266,73
"1263","April,7,2018","ARI","ANA",0,3,21267,58
"1264","April,7,2018","CGY","VGK",7,1,21268,58
"1265","April,7,2018","EDM","VAN",3,2,21269,79
"1266","April,7,2018","L.A","DAL",2,4,21270,54
"1267","April,7,2018","S.J","MIN",3,6,21271,54
