"","seconds","etype","shotdff","ev.team","gcode"
"18942",2511,"SHOT",-3,"WPG",20295
"18943",2562,"SHOT",-2,"WPG",20295
"18944",2573,"SHOT",-1,"WPG",20295
"18945",2606,"SHOT",0,"WPG",20295
"18946",2649,"SHOT",1,"WPG",20295
"18947",2688,"SHOT",0,"N.J",20295
"18948",2825,"SHOT",-1,"N.J",20295
"18949",2833,"SHOT",-2,"N.J",20295
"18950",2834,"GOAL",-3,"N.J",20295
"18951",2926,"SHOT",-2,"WPG",20295
"18952",3003,"SHOT",-1,"WPG",20295
"18953",3044,"SHOT",-2,"N.J",20295
"18954",3055,"SHOT",-1,"WPG",20295
"18955",3151,"SHOT",-2,"N.J",20295
"18956",3174,"SHOT",-3,"N.J",20295
"18957",3255,"SHOT",-2,"WPG",20295
"18958",3460,"SHOT",-1,"WPG",20295
"18959",3521,"SHOT",-2,"N.J",20295
"18960",237,"SHOT",-1,"FLA",20296
"18961",240,"SHOT",-2,"FLA",20296
"18962",330,"SHOT",-1,"L.A",20296
"18963",362,"SHOT",-2,"FLA",20296
"18964",494,"GOAL",-1,"L.A",20296
"18965",535,"SHOT",-2,"FLA",20296
"18966",544,"SHOT",-3,"FLA",20296
"18967",648,"SHOT",-4,"FLA",20296
"18968",661,"SHOT",-5,"FLA",20296
"18969",738,"SHOT",-6,"FLA",20296
"18970",742,"SHOT",-7,"FLA",20296
"18971",881,"SHOT",-8,"FLA",20296
"18972",953,"SHOT",-9,"FLA",20296
"18973",1052,"SHOT",-10,"FLA",20296
"18974",1053,"SHOT",-11,"FLA",20296
"18975",1106,"SHOT",-10,"L.A",20296
"18976",1170,"SHOT",-11,"FLA",20296
"18977",1180,"SHOT",-10,"L.A",20296
"18978",1192,"SHOT",-9,"L.A",20296
"18979",1299,"SHOT",-8,"L.A",20296
"18980",1396,"SHOT",-7,"L.A",20296
"18981",1494,"SHOT",-6,"L.A",20296
"18982",1798,"SHOT",-5,"L.A",20296
"18983",1863,"SHOT",-4,"L.A",20296
"18984",1911,"SHOT",-3,"L.A",20296
"18985",1923,"SHOT",-4,"FLA",20296
"18986",2204,"SHOT",-5,"FLA",20296
"18987",2253,"SHOT",-6,"FLA",20296
"18988",2341,"SHOT",-5,"L.A",20296
"18989",2475,"SHOT",-4,"L.A",20296
"18990",2543,"GOAL",-3,"L.A",20296
"18991",2564,"SHOT",-2,"L.A",20296
"18992",2596,"SHOT",-3,"FLA",20296
"18993",2661,"SHOT",-4,"FLA",20296
"18994",2723,"SHOT",-5,"FLA",20296
"18995",2747,"SHOT",-6,"FLA",20296
"18996",2795,"SHOT",-7,"FLA",20296
"18997",2834,"SHOT",-8,"FLA",20296
"18998",2907,"SHOT",-7,"L.A",20296
"18999",2984,"SHOT",-6,"L.A",20296
"19000",3222,"SHOT",-7,"FLA",20296
"19001",3304,"SHOT",-6,"L.A",20296
"19002",3319,"GOAL",-5,"L.A",20296
"19003",3427,"GOAL",-4,"L.A",20296
"19004",315,"SHOT",-1,"CAR",20297
"19005",324,"SHOT",-2,"CAR",20297
"19006",391,"SHOT",-3,"CAR",20297
"19007",397,"SHOT",-4,"CAR",20297
"19008",553,"SHOT",-5,"CAR",20297
"19009",704,"SHOT",-6,"CAR",20297
"19010",951,"SHOT",-7,"CAR",20297
"19011",1005,"SHOT",-8,"CAR",20297
"19012",1044,"SHOT",-7,"BUF",20297
"19013",1121,"SHOT",-6,"BUF",20297
"19014",1138,"SHOT",-5,"BUF",20297
"19015",1185,"SHOT",-4,"BUF",20297
"19016",1317,"SHOT",-3,"BUF",20297
"19017",1388,"SHOT",-4,"CAR",20297
"19018",1403,"SHOT",-5,"CAR",20297
"19019",1462,"SHOT",-6,"CAR",20297
"19020",1463,"SHOT",-7,"CAR",20297
"19021",1476,"SHOT",-8,"CAR",20297
"19022",1569,"SHOT",-7,"BUF",20297
"19023",1626,"SHOT",-6,"BUF",20297
"19024",1639,"SHOT",-5,"BUF",20297
"19025",1748,"SHOT",-6,"CAR",20297
"19026",1771,"SHOT",-5,"BUF",20297
"19027",1800,"SHOT",-6,"CAR",20297
"19028",1802,"SHOT",-7,"CAR",20297
"19029",1903,"SHOT",-6,"BUF",20297
"19030",1965,"SHOT",-5,"BUF",20297
"19031",2008,"SHOT",-4,"BUF",20297
"19032",2086,"GOAL",-5,"CAR",20297
"19033",2191,"SHOT",-6,"CAR",20297
"19034",2219,"SHOT",-5,"BUF",20297
"19035",2253,"SHOT",-6,"CAR",20297
"19036",2286,"SHOT",-7,"CAR",20297
"19037",2338,"SHOT",-8,"CAR",20297
"19038",2367,"SHOT",-9,"CAR",20297
"19039",2475,"SHOT",-10,"CAR",20297
"19040",2520,"SHOT",-9,"BUF",20297
"19041",2570,"SHOT",-10,"CAR",20297
"19042",2575,"SHOT",-11,"CAR",20297
"19043",2588,"SHOT",-12,"CAR",20297
"19044",2644,"SHOT",-11,"BUF",20297
"19045",2752,"SHOT",-12,"CAR",20297
"19046",2800,"SHOT",-13,"CAR",20297
"19047",2860,"SHOT",-14,"CAR",20297
"19048",2876,"SHOT",-13,"BUF",20297
"19049",2887,"SHOT",-12,"BUF",20297
"19050",2905,"SHOT",-11,"BUF",20297
"19051",3058,"SHOT",-12,"CAR",20297
"19052",3093,"SHOT",-11,"BUF",20297
"19053",3147,"GOAL",-10,"BUF",20297
"19054",3157,"SHOT",-9,"BUF",20297
"19055",3184,"SHOT",-8,"BUF",20297
"19056",3315,"GOAL",-9,"CAR",20297
"19057",3441,"SHOT",-10,"CAR",20297
"19058",3463,"SHOT",-9,"BUF",20297
"19059",3498,"SHOT",-8,"BUF",20297
"19060",3546,"SHOT",-7,"BUF",20297
"19061",3559,"GOAL",-8,"CAR",20297
"19062",62,"SHOT",1,"MTL",20298
"19063",127,"SHOT",2,"MTL",20298
"19064",137,"SHOT",3,"MTL",20298
"19065",145,"SHOT",4,"MTL",20298
"19066",172,"SHOT",5,"MTL",20298
"19067",280,"SHOT",6,"MTL",20298
"19068",289,"SHOT",7,"MTL",20298
"19069",383,"SHOT",6,"TOR",20298
"19070",399,"SHOT",7,"MTL",20298
"19071",429,"SHOT",8,"MTL",20298
"19072",445,"SHOT",7,"TOR",20298
"19073",453,"SHOT",6,"TOR",20298
"19074",454,"SHOT",5,"TOR",20298
"19075",483,"SHOT",6,"MTL",20298
"19076",504,"SHOT",5,"TOR",20298
"19077",594,"SHOT",6,"MTL",20298
"19078",599,"SHOT",7,"MTL",20298
"19079",627,"SHOT",6,"TOR",20298
"19080",871,"SHOT",7,"MTL",20298
"19081",1034,"SHOT",8,"MTL",20298
"19082",1038,"SHOT",7,"TOR",20298
"19083",1084,"SHOT",8,"MTL",20298
"19084",1186,"SHOT",9,"MTL",20298
"19085",1277,"SHOT",8,"TOR",20298
"19086",1298,"SHOT",9,"MTL",20298
"19087",1343,"SHOT",8,"TOR",20298
"19088",1367,"SHOT",7,"TOR",20298
"19089",1424,"SHOT",6,"TOR",20298
"19090",1450,"SHOT",7,"MTL",20298
"19091",1504,"SHOT",8,"MTL",20298
"19092",1628,"SHOT",9,"MTL",20298
"19093",1669,"SHOT",10,"MTL",20298
"19094",1676,"SHOT",11,"MTL",20298
"19095",1699,"SHOT",10,"TOR",20298
"19096",1927,"GOAL",9,"TOR",20298
"19097",1964,"GOAL",8,"TOR",20298
"19098",2047,"SHOT",9,"MTL",20298
"19099",2086,"SHOT",10,"MTL",20298
"19100",2097,"SHOT",11,"MTL",20298
"19101",2133,"SHOT",10,"TOR",20298
"19102",2217,"SHOT",9,"TOR",20298
"19103",2229,"SHOT",10,"MTL",20298
"19104",2319,"SHOT",9,"TOR",20298
"19105",2342,"SHOT",8,"TOR",20298
"19106",2419,"SHOT",7,"TOR",20298
"19107",2423,"SHOT",6,"TOR",20298
"19108",2425,"GOAL",5,"TOR",20298
"19109",2573,"SHOT",6,"MTL",20298
"19110",2693,"SHOT",5,"TOR",20298
"19111",2754,"SHOT",4,"TOR",20298
"19112",2772,"SHOT",3,"TOR",20298
"19113",2784,"SHOT",2,"TOR",20298
"19114",2891,"GOAL",1,"TOR",20298
"19115",2922,"SHOT",2,"MTL",20298
"19116",2939,"GOAL",1,"TOR",20298
"19117",3012,"SHOT",2,"MTL",20298
"19118",3154,"SHOT",3,"MTL",20298
"19119",3243,"SHOT",2,"TOR",20298
"19120",3278,"SHOT",1,"TOR",20298
"19121",3320,"SHOT",2,"MTL",20298
"19122",3327,"GOAL",1,"TOR",20298
"19123",3338,"SHOT",2,"MTL",20298
"19124",3393,"SHOT",1,"TOR",20298
"19125",3592,"SHOT",2,"MTL",20298
"19126",47,"SHOT",-1,"NYI",20299
"19127",51,"GOAL",-2,"NYI",20299
"19128",149,"SHOT",-3,"NYI",20299
"19129",219,"SHOT",-4,"NYI",20299
"19130",377,"SHOT",-5,"NYI",20299
"19131",429,"SHOT",-6,"NYI",20299
"19132",438,"SHOT",-5,"T.B",20299
"19133",485,"SHOT",-6,"NYI",20299
"19134",513,"SHOT",-7,"NYI",20299
"19135",584,"SHOT",-8,"NYI",20299
"19136",598,"SHOT",-7,"T.B",20299
"19137",610,"SHOT",-6,"T.B",20299
"19138",625,"GOAL",-7,"NYI",20299
"19139",691,"SHOT",-6,"T.B",20299
"19140",711,"SHOT",-5,"T.B",20299
"19141",750,"SHOT",-4,"T.B",20299
"19142",761,"SHOT",-3,"T.B",20299
"19143",870,"SHOT",-2,"T.B",20299
"19144",908,"SHOT",-1,"T.B",20299
"19145",914,"SHOT",0,"T.B",20299
"19146",946,"SHOT",1,"T.B",20299
"19147",1036,"SHOT",2,"T.B",20299
"19148",1250,"SHOT",3,"T.B",20299
"19149",1330,"SHOT",2,"NYI",20299
"19150",1402,"SHOT",3,"T.B",20299
"19151",1443,"SHOT",2,"NYI",20299
"19152",1447,"SHOT",1,"NYI",20299
"19153",1590,"SHOT",2,"T.B",20299
"19154",1629,"GOAL",1,"NYI",20299
"19155",1658,"SHOT",0,"NYI",20299
"19156",1663,"SHOT",-1,"NYI",20299
"19157",1706,"SHOT",0,"T.B",20299
"19158",1741,"SHOT",1,"T.B",20299
"19159",1746,"SHOT",2,"T.B",20299
"19160",1750,"SHOT",3,"T.B",20299
"19161",1755,"SHOT",4,"T.B",20299
"19162",1760,"SHOT",5,"T.B",20299
"19163",1873,"SHOT",4,"NYI",20299
"19164",1881,"SHOT",5,"T.B",20299
"19165",1927,"SHOT",6,"T.B",20299
"19166",1935,"SHOT",7,"T.B",20299
"19167",1943,"SHOT",6,"NYI",20299
"19168",2019,"SHOT",5,"NYI",20299
"19169",2094,"SHOT",4,"NYI",20299
"19170",2142,"SHOT",3,"NYI",20299
"19171",2159,"SHOT",2,"NYI",20299
"19172",2177,"SHOT",3,"T.B",20299
"19173",2190,"SHOT",2,"NYI",20299
"19174",2340,"SHOT",1,"NYI",20299
"19175",2424,"SHOT",0,"NYI",20299
"19176",2429,"SHOT",-1,"NYI",20299
"19177",2465,"GOAL",-2,"NYI",20299
"19178",2591,"SHOT",-1,"T.B",20299
"19179",2593,"GOAL",0,"T.B",20299
"19180",2606,"GOAL",1,"T.B",20299
"19181",2709,"SHOT",2,"T.B",20299
"19182",2738,"SHOT",3,"T.B",20299
"19183",2897,"SHOT",4,"T.B",20299
"19184",2938,"SHOT",5,"T.B",20299
"19185",2974,"SHOT",4,"NYI",20299
"19186",2979,"SHOT",3,"NYI",20299
"19187",3083,"SHOT",2,"NYI",20299
"19188",3088,"SHOT",1,"NYI",20299
"19189",3215,"SHOT",2,"T.B",20299
"19190",3366,"SHOT",3,"T.B",20299
"19191",3370,"SHOT",4,"T.B",20299
"19192",3373,"SHOT",5,"T.B",20299
"19193",3375,"SHOT",6,"T.B",20299
"19194",3384,"GOAL",7,"T.B",20299
"19195",3489,"SHOT",8,"T.B",20299
"19196",3578,"GOAL",7,"NYI",20299
"19197",41,"SHOT",-1,"CHI",20300
"19198",66,"SHOT",-2,"CHI",20300
"19199",174,"SHOT",-1,"PIT",20300
"19200",175,"SHOT",0,"PIT",20300
"19201",216,"SHOT",1,"PIT",20300
"19202",247,"SHOT",0,"CHI",20300
"19203",258,"SHOT",-1,"CHI",20300
"19204",281,"SHOT",0,"PIT",20300
"19205",340,"SHOT",-1,"CHI",20300
"19206",593,"SHOT",0,"PIT",20300
"19207",727,"SHOT",-1,"CHI",20300
"19208",745,"SHOT",-2,"CHI",20300
"19209",752,"GOAL",-3,"CHI",20300
"19210",822,"SHOT",-4,"CHI",20300
"19211",840,"SHOT",-3,"PIT",20300
"19212",922,"SHOT",-4,"CHI",20300
"19213",1000,"SHOT",-5,"CHI",20300
"19214",1036,"SHOT",-6,"CHI",20300
"19215",1138,"SHOT",-5,"PIT",20300
"19216",1159,"SHOT",-4,"PIT",20300
"19217",1190,"SHOT",-3,"PIT",20300
"19218",1219,"SHOT",-2,"PIT",20300
"19219",1242,"SHOT",-1,"PIT",20300
"19220",1280,"SHOT",-2,"CHI",20300
"19221",1295,"SHOT",-1,"PIT",20300
"19222",1314,"SHOT",0,"PIT",20300
"19223",1337,"SHOT",-1,"CHI",20300
"19224",1373,"SHOT",0,"PIT",20300
"19225",1554,"SHOT",1,"PIT",20300
"19226",1561,"SHOT",2,"PIT",20300
"19227",1587,"SHOT",1,"CHI",20300
"19228",1596,"SHOT",0,"CHI",20300
"19229",1676,"SHOT",1,"PIT",20300
"19230",1778,"SHOT",0,"CHI",20300
"19231",1984,"SHOT",1,"PIT",20300
"19232",1985,"SHOT",2,"PIT",20300
"19233",2025,"SHOT",1,"CHI",20300
"19234",2026,"SHOT",0,"CHI",20300
"19235",2074,"SHOT",-1,"CHI",20300
"19236",2175,"SHOT",-2,"CHI",20300
"19237",2196,"SHOT",-1,"PIT",20300
"19238",2215,"SHOT",-2,"CHI",20300
"19239",2251,"SHOT",-1,"PIT",20300
"19240",2254,"SHOT",0,"PIT",20300
"19241",2313,"SHOT",1,"PIT",20300
"19242",2367,"SHOT",2,"PIT",20300
"19243",2514,"SHOT",1,"CHI",20300
"19244",2610,"SHOT",0,"CHI",20300
"19245",2638,"SHOT",-1,"CHI",20300
"19246",2659,"SHOT",-2,"CHI",20300
"19247",2682,"SHOT",-3,"CHI",20300
"19248",2739,"SHOT",-2,"PIT",20300
"19249",2828,"SHOT",-3,"CHI",20300
"19250",2851,"SHOT",-4,"CHI",20300
"19251",2880,"GOAL",-3,"PIT",20300
"19252",2897,"SHOT",-4,"CHI",20300
"19253",2899,"SHOT",-5,"CHI",20300
"19254",2901,"GOAL",-6,"CHI",20300
"19255",2944,"SHOT",-5,"PIT",20300
"19256",2967,"SHOT",-6,"CHI",20300
"19257",2970,"SHOT",-7,"CHI",20300
"19258",2977,"SHOT",-8,"CHI",20300
"19259",2988,"SHOT",-7,"PIT",20300
"19260",3131,"SHOT",-6,"PIT",20300
"19261",3181,"SHOT",-5,"PIT",20300
"19262",3246,"SHOT",-6,"CHI",20300
"19263",3247,"SHOT",-7,"CHI",20300
"19264",3258,"SHOT",-6,"PIT",20300
"19265",3273,"SHOT",-5,"PIT",20300
"19266",3279,"SHOT",-4,"PIT",20300
"19267",3324,"SHOT",-5,"CHI",20300
"19268",3450,"SHOT",-4,"PIT",20300
"19269",3500,"SHOT",-3,"PIT",20300
"19270",3581,"SHOT",-2,"PIT",20300
"19271",93,"SHOT",1,"WSH",20301
"19272",117,"SHOT",0,"MIN",20301
"19273",129,"SHOT",-1,"MIN",20301
"19274",135,"SHOT",-2,"MIN",20301
"19275",183,"SHOT",-3,"MIN",20301
"19276",241,"SHOT",-2,"WSH",20301
"19277",318,"SHOT",-1,"WSH",20301
"19278",329,"SHOT",-2,"MIN",20301
"19279",360,"SHOT",-3,"MIN",20301
"19280",408,"SHOT",-4,"MIN",20301
"19281",514,"SHOT",-3,"WSH",20301
"19282",550,"SHOT",-2,"WSH",20301
"19283",563,"SHOT",-1,"WSH",20301
"19284",582,"GOAL",0,"WSH",20301
"19285",720,"SHOT",-1,"MIN",20301
"19286",722,"GOAL",-2,"MIN",20301
"19287",756,"SHOT",-1,"WSH",20301
"19288",766,"GOAL",0,"WSH",20301
"19289",798,"SHOT",1,"WSH",20301
"19290",799,"SHOT",2,"WSH",20301
"19291",879,"SHOT",1,"MIN",20301
"19292",936,"SHOT",2,"WSH",20301
"19293",1023,"SHOT",3,"WSH",20301
"19294",1173,"SHOT",2,"MIN",20301
"19295",1184,"SHOT",1,"MIN",20301
"19296",1421,"SHOT",2,"WSH",20301
"19297",1510,"SHOT",3,"WSH",20301
"19298",1630,"SHOT",2,"MIN",20301
"19299",1637,"SHOT",1,"MIN",20301
"19300",1682,"SHOT",0,"MIN",20301
"19301",1703,"SHOT",1,"WSH",20301
"19302",1775,"SHOT",2,"WSH",20301
"19303",1937,"SHOT",1,"MIN",20301
"19304",1976,"SHOT",2,"WSH",20301
"19305",1990,"SHOT",3,"WSH",20301
"19306",2117,"SHOT",2,"MIN",20301
"19307",2148,"SHOT",1,"MIN",20301
"19308",2197,"SHOT",0,"MIN",20301
"19309",2227,"SHOT",-1,"MIN",20301
"19310",2233,"SHOT",-2,"MIN",20301
"19311",2282,"SHOT",-1,"WSH",20301
"19312",2353,"SHOT",0,"WSH",20301
"19313",2474,"SHOT",1,"WSH",20301
"19314",2622,"SHOT",2,"WSH",20301
"19315",2662,"SHOT",3,"WSH",20301
"19316",2685,"SHOT",2,"MIN",20301
"19317",2721,"SHOT",3,"WSH",20301
"19318",2813,"SHOT",2,"MIN",20301
"19319",2867,"SHOT",3,"WSH",20301
"19320",2903,"SHOT",2,"MIN",20301
"19321",2936,"SHOT",3,"WSH",20301
"19322",2974,"SHOT",2,"MIN",20301
"19323",3001,"SHOT",1,"MIN",20301
"19324",3012,"SHOT",0,"MIN",20301
"19325",3019,"SHOT",-1,"MIN",20301
"19326",3048,"SHOT",0,"WSH",20301
"19327",3094,"SHOT",1,"WSH",20301
"19328",3189,"SHOT",2,"WSH",20301
"19329",3193,"SHOT",3,"WSH",20301
"19330",3218,"SHOT",4,"WSH",20301
"19331",3223,"SHOT",5,"WSH",20301
"19332",3240,"SHOT",6,"WSH",20301
"19333",3246,"SHOT",7,"WSH",20301
"19334",3286,"SHOT",6,"MIN",20301
"19335",3310,"SHOT",7,"WSH",20301
"19336",3311,"SHOT",8,"WSH",20301
"19337",3316,"SHOT",9,"WSH",20301
"19338",3396,"SHOT",10,"WSH",20301
"19339",3406,"SHOT",11,"WSH",20301
"19340",3435,"SHOT",12,"WSH",20301
"19341",3443,"GOAL",13,"WSH",20301
"19342",3460,"SHOT",14,"WSH",20301
"19343",3540,"SHOT",13,"MIN",20301
"19344",3547,"SHOT",12,"MIN",20301
"19345",276,"SHOT",-1,"COL",20302
"19346",278,"SHOT",-2,"COL",20302
"19347",333,"SHOT",-3,"COL",20302
"19348",489,"SHOT",-2,"NSH",20302
"19349",520,"SHOT",-3,"COL",20302
"19350",587,"SHOT",-4,"COL",20302
"19351",663,"SHOT",-3,"NSH",20302
"19352",865,"SHOT",-4,"COL",20302
"19353",931,"SHOT",-5,"COL",20302
"19354",987,"SHOT",-4,"NSH",20302
"19355",1004,"SHOT",-5,"COL",20302
"19356",1008,"SHOT",-6,"COL",20302
"19357",1014,"SHOT",-7,"COL",20302
"19358",1040,"SHOT",-6,"NSH",20302
"19359",1053,"SHOT",-5,"NSH",20302
"19360",1054,"SHOT",-4,"NSH",20302
"19361",1057,"SHOT",-3,"NSH",20302
"19362",1138,"SHOT",-2,"NSH",20302
"19363",1161,"SHOT",-1,"NSH",20302
"19364",1165,"GOAL",0,"NSH",20302
"19365",1327,"SHOT",-1,"COL",20302
"19366",1368,"SHOT",-2,"COL",20302
"19367",1484,"SHOT",-1,"NSH",20302
"19368",1665,"SHOT",-2,"COL",20302
"19369",1748,"SHOT",-1,"NSH",20302
"19370",1751,"GOAL",0,"NSH",20302
"19371",1838,"GOAL",1,"NSH",20302
"19372",1924,"SHOT",2,"NSH",20302
"19373",1941,"SHOT",3,"NSH",20302
"19374",1973,"SHOT",2,"COL",20302
"19375",2006,"SHOT",3,"NSH",20302
"19376",2036,"SHOT",4,"NSH",20302
"19377",2093,"SHOT",3,"COL",20302
"19378",2120,"SHOT",2,"COL",20302
"19379",2209,"SHOT",3,"NSH",20302
"19380",2358,"SHOT",2,"COL",20302
"19381",2397,"SHOT",1,"COL",20302
"19382",2453,"SHOT",0,"COL",20302
"19383",2563,"SHOT",-1,"COL",20302
"19384",2737,"SHOT",0,"NSH",20302
"19385",2763,"SHOT",1,"NSH",20302
"19386",2873,"GOAL",2,"NSH",20302
"19387",2917,"SHOT",1,"COL",20302
"19388",3036,"SHOT",0,"COL",20302
"19389",3111,"GOAL",1,"NSH",20302
"19390",3213,"SHOT",0,"COL",20302
"19391",3230,"SHOT",-1,"COL",20302
"19392",3288,"SHOT",-2,"COL",20302
"19393",3290,"SHOT",-3,"COL",20302
"19394",3323,"GOAL",-4,"COL",20302
"19395",3378,"SHOT",-3,"NSH",20302
"19396",3398,"SHOT",-4,"COL",20302
"19397",3471,"SHOT",-5,"COL",20302
"19398",3478,"SHOT",-6,"COL",20302
"19399",3495,"GOAL",-7,"COL",20302
"19400",27,"SHOT",-1,"STL",20303
"19401",319,"SHOT",-2,"STL",20303
"19402",384,"SHOT",-3,"STL",20303
"19403",411,"SHOT",-2,"VAN",20303
"19404",500,"SHOT",-3,"STL",20303
"19405",537,"SHOT",-2,"VAN",20303
"19406",541,"SHOT",-1,"VAN",20303
"19407",593,"SHOT",0,"VAN",20303
"19408",609,"SHOT",-1,"STL",20303
"19409",622,"SHOT",0,"VAN",20303
"19410",704,"GOAL",1,"VAN",20303
"19411",789,"SHOT",2,"VAN",20303
"19412",848,"SHOT",1,"STL",20303
"19413",992,"SHOT",0,"STL",20303
"19414",1038,"SHOT",-1,"STL",20303
"19415",1114,"GOAL",-2,"STL",20303
"19416",1242,"SHOT",-1,"VAN",20303
"19417",1352,"SHOT",0,"VAN",20303
"19418",1395,"SHOT",-1,"STL",20303
"19419",1412,"SHOT",0,"VAN",20303
"19420",1438,"SHOT",-1,"STL",20303
"19421",1514,"SHOT",-2,"STL",20303
"19422",1523,"GOAL",-1,"VAN",20303
"19423",1591,"SHOT",0,"VAN",20303
"19424",1630,"SHOT",-1,"STL",20303
"19425",1692,"SHOT",-2,"STL",20303
"19426",1699,"SHOT",-3,"STL",20303
"19427",1770,"SHOT",-4,"STL",20303
"19428",1808,"SHOT",-3,"VAN",20303
"19429",1857,"SHOT",-2,"VAN",20303
"19430",1858,"GOAL",-1,"VAN",20303
"19431",1929,"SHOT",0,"VAN",20303
"19432",1990,"GOAL",-1,"STL",20303
"19433",2090,"SHOT",-2,"STL",20303
"19434",2240,"SHOT",-3,"STL",20303
"19435",2349,"SHOT",-2,"VAN",20303
"19436",2357,"SHOT",-3,"STL",20303
"19437",2649,"SHOT",-4,"STL",20303
"19438",2686,"GOAL",-5,"STL",20303
"19439",2807,"SHOT",-6,"STL",20303
"19440",2892,"SHOT",-7,"STL",20303
"19441",3063,"SHOT",-6,"VAN",20303
"19442",3141,"SHOT",-5,"VAN",20303
"19443",3205,"SHOT",-6,"STL",20303
"19444",3217,"SHOT",-5,"VAN",20303
"19445",3362,"SHOT",-4,"VAN",20303
"19446",3449,"SHOT",-5,"STL",20303
"19447",3455,"SHOT",-6,"STL",20303
"19448",3487,"SHOT",-5,"VAN",20303
"19449",3566,"SHOT",-6,"STL",20303
"19450",3576,"SHOT",-5,"VAN",20303
"19451",3715,"SHOT",-6,"STL",20303
"19452",3745,"SHOT",-7,"STL",20303
"19453",3761,"GOAL",-8,"STL",20303
"19454",62,"SHOT",1,"S.J",20304
"19455",149,"SHOT",2,"S.J",20304
"19456",189,"SHOT",1,"BOS",20304
"19457",209,"SHOT",2,"S.J",20304
"19458",217,"SHOT",3,"S.J",20304
"19459",290,"GOAL",4,"S.J",20304
"19460",368,"SHOT",5,"S.J",20304
"19461",376,"SHOT",4,"BOS",20304
"19462",377,"GOAL",3,"BOS",20304
"19463",416,"SHOT",4,"S.J",20304
"19464",449,"SHOT",5,"S.J",20304
"19465",449,"SHOT",6,"S.J",20304
"19466",469,"SHOT",5,"BOS",20304
"19467",549,"SHOT",6,"S.J",20304
"19468",579,"SHOT",7,"S.J",20304
"19469",616,"SHOT",8,"S.J",20304
"19470",616,"SHOT",9,"S.J",20304
"19471",641,"SHOT",10,"S.J",20304
"19472",646,"GOAL",9,"BOS",20304
"19473",686,"SHOT",10,"S.J",20304
"19474",910,"SHOT",11,"S.J",20304
"19475",916,"SHOT",12,"S.J",20304
"19476",1224,"SHOT",13,"S.J",20304
"19477",1241,"SHOT",12,"BOS",20304
"19478",1255,"SHOT",11,"BOS",20304
"19479",1320,"SHOT",12,"S.J",20304
"19480",1421,"SHOT",11,"BOS",20304
"19481",1431,"SHOT",12,"S.J",20304
"19482",1516,"SHOT",11,"BOS",20304
"19483",1518,"SHOT",10,"BOS",20304
"19484",1692,"SHOT",11,"S.J",20304
"19485",1770,"SHOT",10,"BOS",20304
"19486",1950,"SHOT",11,"S.J",20304
"19487",2020,"SHOT",10,"BOS",20304
"19488",2038,"SHOT",11,"S.J",20304
"19489",2150,"SHOT",12,"S.J",20304
"19490",2246,"SHOT",11,"BOS",20304
"19491",2258,"SHOT",12,"S.J",20304
"19492",2359,"SHOT",11,"BOS",20304
"19493",2440,"SHOT",10,"BOS",20304
"19494",2441,"SHOT",9,"BOS",20304
"19495",3024,"SHOT",10,"S.J",20304
"19496",3100,"SHOT",11,"S.J",20304
"19497",3163,"SHOT",10,"BOS",20304
"19498",3197,"SHOT",9,"BOS",20304
"19499",3249,"GOAL",8,"BOS",20304
"19500",3313,"SHOT",7,"BOS",20304
"19501",3331,"SHOT",8,"S.J",20304
"19502",3343,"SHOT",9,"S.J",20304
"19503",3414,"SHOT",10,"S.J",20304
"19504",3478,"SHOT",11,"S.J",20304
"19505",3488,"SHOT",12,"S.J",20304
"19506",3509,"SHOT",13,"S.J",20304
"19507",3551,"SHOT",14,"S.J",20304
"19508",3574,"SHOT",15,"S.J",20304
"19509",3591,"SHOT",16,"S.J",20304
"19510",3598,"SHOT",17,"S.J",20304
"19511",47,"SHOT",1,"CAR",20305
"19512",103,"SHOT",2,"CAR",20305
"19513",110,"GOAL",3,"CAR",20305
"19514",139,"SHOT",4,"CAR",20305
"19515",220,"GOAL",5,"CAR",20305
"19516",231,"SHOT",6,"CAR",20305
"19517",244,"SHOT",7,"CAR",20305
"19518",431,"SHOT",8,"CAR",20305
"19519",443,"SHOT",7,"NYI",20305
"19520",534,"SHOT",8,"CAR",20305
"19521",546,"SHOT",9,"CAR",20305
"19522",576,"SHOT",8,"NYI",20305
"19523",644,"GOAL",7,"NYI",20305
"19524",693,"SHOT",6,"NYI",20305
"19525",714,"SHOT",7,"CAR",20305
"19526",800,"SHOT",6,"NYI",20305
"19527",895,"SHOT",5,"NYI",20305
"19528",908,"SHOT",6,"CAR",20305
"19529",934,"SHOT",7,"CAR",20305
"19530",946,"SHOT",8,"CAR",20305
"19531",980,"SHOT",9,"CAR",20305
"19532",1033,"GOAL",10,"CAR",20305
"19533",1217,"SHOT",11,"CAR",20305
"19534",1298,"SHOT",10,"NYI",20305
"19535",1759,"SHOT",9,"NYI",20305
"19536",1778,"SHOT",8,"NYI",20305
"19537",1785,"SHOT",7,"NYI",20305
"19538",1818,"SHOT",6,"NYI",20305
"19539",1840,"SHOT",5,"NYI",20305
"19540",2029,"SHOT",4,"NYI",20305
"19541",2072,"SHOT",3,"NYI",20305
"19542",2100,"SHOT",2,"NYI",20305
"19543",2143,"SHOT",3,"CAR",20305
"19544",2231,"SHOT",4,"CAR",20305
"19545",2260,"GOAL",5,"CAR",20305
"19546",2316,"SHOT",6,"CAR",20305
